date,Open,Close
6/5/2021,36880.15625,35551.95703
6/6/2021,35538.60938,35862.37891
6/7/2021,35835.26563,33560.70703
6/8/2021,33589.51953,33472.63281
6/9/2021,33416.97656,37345.12109
6/10/2021,37389.51563,36702.59766
6/11/2021,36697.03125,37334.39844
6/12/2021,37340.14453,35552.51563
6/13/2021,35555.78906,39097.85938
6/14/2021,39016.96875,40218.47656
6/15/2021,40427.16797,40406.26953
6/16/2021,40168.69141,38347.0625
6/17/2021,38341.42188,38053.50391
6/18/2021,38099.47656,35787.24609
6/19/2021,35854.52734,35615.87109
6/20/2021,35563.14063,35698.29688
6/21/2021,35641.14453,31676.69336
6/22/2021,31622.37695,32505.66016
6/23/2021,32515.71484,33723.02734
6/24/2021,33682.80078,34662.4375
6/25/2021,34659.10547,31637.7793
6/26/2021,31594.66406,32186.27734
6/27/2021,32287.52344,34649.64453
6/28/2021,34679.12109,34434.33594
6/29/2021,34475.55859,35867.77734
6/30/2021,35908.38672,35040.83594
7/1/2021,35035.98438,33572.11719
7/2/2021,33549.60156,33897.04688
7/3/2021,33854.42188,34668.54688
7/4/2021,34665.56641,35287.78125
7/5/2021,35284.34375,33746.00391
7/6/2021,33723.50781,34235.19531
7/7/2021,34225.67969,33855.32813
7/8/2021,33889.60547,32877.37109
7/9/2021,32861.67188,33798.01172
7/10/2021,33811.24219,33520.51953
7/11/2021,33509.07813,34240.1875
7/12/2021,34254.01563,33155.84766
7/13/2021,33125.46875,32702.02539
7/14/2021,32723.8457,32822.34766
7/15/2021,32827.875,31780.73047
7/16/2021,31841.55078,31421.53906
7/17/2021,31397.30859,31533.06836
7/18/2021,31533.88477,31796.81055
7/19/2021,31800.01172,30817.83203
7/20/2021,30838.28516,29807.34766
7/21/2021,29796.28516,32110.69336
7/22/2021,32138.87305,32313.10547
7/23/2021,32305.95898,33581.55078
7/24/2021,33593.73047,34292.44531
7/25/2021,34290.29297,35350.1875
7/26/2021,35384.03125,37337.53516
7/27/2021,37276.03516,39406.94141
7/28/2021,39503.1875,39995.90625
7/29/2021,39995.45313,40008.42188
7/30/2021,40027.48438,42235.54688
7/31/2021,42196.30469,41626.19531
8/1/2021,41460.84375,39974.89453
8/2/2021,39907.26172,39201.94531
8/3/2021,39178.40234,38152.98047
8/4/2021,38213.33203,39747.50391
8/5/2021,39744.51563,40869.55469
8/6/2021,40865.86719,42816.5
8/7/2021,42832.79688,44555.80078
8/8/2021,44574.4375,43798.11719
8/9/2021,43791.92578,46365.40234
8/10/2021,46280.84766,45585.03125
8/11/2021,45599.70313,45593.63672
8/12/2021,45576.87891,44428.28906
8/13/2021,44439.69141,47793.32031
8/14/2021,47810.6875,47096.94531
8/15/2021,47096.66797,47047.00391
8/16/2021,47019.96094,46004.48438
8/17/2021,45936.45703,44695.35938
8/18/2021,44686.75,44801.1875
8/19/2021,44741.88281,46717.57813
8/20/2021,46723.12109,49339.17578
8/21/2021,49327.07422,48905.49219
8/22/2021,48869.10547,49321.65234
8/23/2021,49291.67578,49546.14844
8/24/2021,49562.34766,47706.11719
8/25/2021,47727.25781,48960.78906
8/26/2021,49002.64063,46942.21875
8/27/2021,46894.55469,49058.66797
8/28/2021,49072.58594,48902.40234
8/29/2021,48911.25,48829.83203
8/30/2021,48834.85156,47054.98438
8/31/2021,47024.33984,47166.6875
9/1/2021,47099.77344,48847.02734
9/2/2021,48807.84766,49327.72266
9/3/2021,49288.25,50025.375
9/4/2021,50009.32422,49944.625
9/5/2021,49937.85938,51753.41016
9/6/2021,51769.00391,52633.53516
9/7/2021,52660.48047,46811.12891
9/8/2021,46827.76172,46091.39063
9/9/2021,45774.74219,46391.42188
9/10/2021,46396.66406,44883.91016
9/11/2021,44869.83984,45201.45703
9/12/2021,45206.62891,46063.26953
9/13/2021,46057.21484,44963.07422
9/14/2021,44960.05078,47092.49219
9/15/2021,47098,48176.34766
9/16/2021,48158.90625,47783.35938
9/17/2021,47771.00391,47267.51953
9/18/2021,47273.52734,48278.36328
9/19/2021,48268.85547,47260.21875
9/20/2021,47261.40625,42843.80078
9/21/2021,43012.23438,40693.67578
9/22/2021,40677.95313,43574.50781
9/23/2021,43560.29688,44895.09766
9/24/2021,44894.30078,42839.75
9/25/2021,42840.89063,42716.59375
9/26/2021,42721.62891,43208.53906
9/27/2021,43234.18359,42235.73047
9/28/2021,42200.89844,41034.54297
9/29/2021,41064.98438,41564.36328
9/30/2021,41551.26953,43790.89453
10/1/2021,43816.74219,48116.94141
10/2/2021,48137.46875,47711.48828
10/3/2021,47680.02734,48199.95313
10/4/2021,48208.90625,49112.90234
10/5/2021,49174.96094,51514.8125
10/6/2021,51486.66406,55361.44922
10/7/2021,55338.625,53805.98438
10/8/2021,53802.14453,53967.84766
10/9/2021,53929.78125,54968.22266
10/10/2021,54952.82031,54771.57813
10/11/2021,54734.125,57484.78906
10/12/2021,57526.83203,56041.05859
10/13/2021,56038.25781,57401.09766
10/14/2021,57372.83203,57321.52344
10/15/2021,57345.90234,61593.94922
10/16/2021,61609.52734,60892.17969
10/17/2021,60887.65234,61553.61719
10/18/2021,61548.80469,62026.07813
10/19/2021,62043.16406,64261.99219
10/20/2021,64284.58594,65992.83594
10/21/2021,66002.23438,62210.17188
10/22/2021,62237.89063,60692.26563
10/23/2021,60694.62891,61393.61719
10/24/2021,61368.34375,60930.83594
10/25/2021,60893.92578,63039.82422
10/26/2021,63032.76172,60363.79297
10/27/2021,60352,58482.38672
10/28/2021,58470.73047,60622.13672
10/29/2021,60624.87109,62227.96484
10/30/2021,62239.36328,61888.83203
10/31/2021,61850.48828,61318.95703
11/1/2021,61320.44922,61004.40625
11/2/2021,60963.25391,63226.40234
11/3/2021,63254.33594,62970.04688
11/4/2021,62941.80469,61452.23047
11/5/2021,61460.07813,61125.67578
11/6/2021,61068.875,61527.48047
11/7/2021,61554.92188,63326.98828
11/8/2021,63344.06641,67566.82813
11/9/2021,67549.73438,66971.82813
11/10/2021,66953.33594,64995.23047
11/11/2021,64978.89063,64949.96094
11/12/2021,64863.98047,64155.94141
11/13/2021,64158.12109,64469.52734
11/14/2021,64455.37109,65466.83984
11/15/2021,65521.28906,63557.87109
11/16/2021,63721.19531,60161.24609
11/17/2021,60139.62109,60368.01172
11/18/2021,60360.13672,56942.13672
11/19/2021,56896.12891,58119.57813
11/20/2021,58115.08203,59697.19531
11/21/2021,59730.50781,58730.47656
11/22/2021,58706.84766,56289.28906
11/23/2021,56304.55469,57569.07422
11/24/2021,57565.85156,56280.42578
11/25/2021,57165.41797,57274.67969
11/26/2021,58960.28516,53569.76563
11/27/2021,53736.42969,54815.07813
11/28/2021,54813.02344,57248.45703
11/29/2021,57291.90625,57806.56641
11/30/2021,57830.11328,57005.42578
12/1/2021,56907.96484,57229.82813
12/2/2021,57217.37109,56477.81641
12/3/2021,56509.16406,53598.24609
12/4/2021,53727.87891,49200.70313
12/5/2021,49201.51953,49368.84766
12/6/2021,49413.48047,50582.625
12/7/2021,50581.82813,50700.08594
12/8/2021,50667.64844,50504.79688
12/9/2021,50450.08203,47672.12109
12/10/2021,47642.14453,47243.30469
12/11/2021,47264.63281,49362.50781
12/12/2021,49354.85547,50098.33594
12/13/2021,50114.74219,46737.48047
12/14/2021,46709.82422,46612.63281
12/15/2021,48379.75391,48896.72266
12/16/2021,48900.46484,47665.42578
12/17/2021,47653.73047,46202.14453
12/18/2021,46219.25391,46848.77734
12/19/2021,46853.86719,46707.01563
12/20/2021,46707.0625,46880.27734
12/21/2021,46886.07813,48936.61328
12/22/2021,48937.09766,48628.51172
12/23/2021,48626.34375,50784.53906
12/24/2021,50806.05078,50822.19531
12/25/2021,50854.91797,50429.85938
12/26/2021,50428.69141,50809.51563
12/27/2021,50802.60938,50640.41797
12/28/2021,50679.85938,47588.85547
12/29/2021,47623.87109,46444.71094
12/30/2021,46490.60547,47178.125
12/31/2021,47169.37109,46306.44531
1/1/2022,46311.74609,47686.8125
1/2/2022,47680.92578,47345.21875
1/3/2022,47343.54297,46458.11719
1/4/2022,46458.85156,45897.57422
1/5/2022,45899.35938,43569.00391
1/6/2022,43565.51172,43160.92969
1/7/2022,43153.57031,41557.90234
1/8/2022,41561.46484,41733.94141
1/9/2022,41734.72656,41911.60156
1/10/2022,41910.23047,41821.26172
1/11/2022,41819.50781,42735.85547
1/12/2022,42742.17969,43949.10156
1/13/2022,43946.74219,42591.57031
1/14/2022,42598.87109,43099.69922
1/15/2022,43101.89844,43177.39844
1/16/2022,43172.03906,43113.87891
1/17/2022,43118.12109,42250.55078
1/18/2022,42250.07422,42375.63281
1/19/2022,42374.03906,41744.32813
1/20/2022,41744.02734,40680.41797
1/21/2022,40699.60547,36457.31641
1/22/2022,36471.58984,35030.25
1/23/2022,35047.35938,36276.80469
1/24/2022,36275.73438,36654.32813
1/25/2022,36654.80469,36954.00391
1/26/2022,36950.51563,36852.12109
1/27/2022,36841.87891,37138.23438
1/28/2022,37128.44531,37784.33203
1/29/2022,37780.71484,38138.17969
1/30/2022,38151.91797,37917.60156
1/31/2022,37920.28125,38483.125
2/1/2022,38481.76563,38743.27344
2/2/2022,38743.71484,36952.98438
2/3/2022,36944.80469,37154.60156
2/4/2022,37149.26563,41500.875
2/5/2022,41501.48047,41441.16406
2/6/2022,41441.12109,42412.43359
2/7/2022,42406.78125,43840.28516
2/8/2022,43854.65234,44118.44531
2/9/2022,44096.70313,44338.79688
2/10/2022,44347.80078,43565.11328
2/11/2022,43571.12891,42407.9375
2/12/2022,42412.30078,42244.46875
2/13/2022,42236.56641,42197.51563
2/14/2022,42157.39844,42586.91797
2/15/2022,42586.46484,44575.20313
2/16/2022,44578.27734,43961.85938
2/17/2022,43937.07031,40538.01172
2/18/2022,40552.13281,40030.97656
2/19/2022,40026.02344,40122.15625
2/20/2022,40118.10156,38431.37891
2/21/2022,38423.21094,37075.28125
2/22/2022,37068.76953,38286.02734
2/23/2022,38285.28125,37296.57031
2/24/2022,37278.56641,38332.60938
2/25/2022,38333.74609,39214.21875
2/26/2022,39213.08203,39105.14844
2/27/2022,39098.69922,37709.78516
2/28/2022,37706,43193.23438
3/1/2022,43194.50391,44354.63672
3/2/2022,44357.61719,43924.11719
3/3/2022,43925.19531,42451.78906
3/4/2022,42458.14063,39137.60547
3/5/2022,39148.44922,39400.58594
3/6/2022,39404.19922,38419.98438
3/7/2022,38429.30469,38062.03906
3/8/2022,38059.90234,38737.26953
3/9/2022,38742.81641,41982.92578
3/10/2022,41974.07031,39437.46094
3/11/2022,39439.96875,38794.97266
3/12/2022,38794.46484,38904.01172
3/13/2022,38884.72656,37849.66406
3/14/2022,37846.31641,39666.75391
3/15/2022,39664.25,39338.78516
3/16/2022,39335.57031,41143.92969
3/17/2022,41140.84375,40951.37891
3/18/2022,40944.83984,41801.15625
3/19/2022,41794.64844,42190.65234
3/20/2022,42191.40625,41247.82422
3/21/2022,41246.13281,41077.99609
3/22/2022,41074.10547,42358.80859
3/23/2022,42364.37891,42892.95703
3/24/2022,42886.65234,43960.93359
3/25/2022,43964.54688,44348.73047
3/26/2022,44349.85938,44500.82813
3/27/2022,44505.35547,46820.49219
3/28/2022,46821.85156,47128.00391
3/29/2022,47100.4375,47465.73047
3/30/2022,47456.89844,47062.66406
3/31/2022,47062.14844,45538.67578
4/1/2022,45554.16406,46281.64453
4/2/2022,46285.5,45868.94922
4/3/2022,45859.12891,46453.56641
4/4/2022,46445.27344,46622.67578
4/5/2022,46624.50781,45555.99219
4/6/2022,45544.35547,43206.73828
4/7/2022,43207.5,43503.84766
4/8/2022,43505.13672,42287.66406
4/9/2022,42282.07813,42782.13672
4/10/2022,42781.08984,42207.67188
4/11/2022,42201.03906,39521.90234
4/12/2022,39533.71484,40127.18359
4/13/2022,40123.57031,41166.73047
4/14/2022,41160.21875,39935.51563
4/15/2022,39939.40234,40553.46484
4/16/2022,40552.31641,40424.48438
4/17/2022,40417.77734,39716.95313
4/18/2022,39721.20313,40826.21484
4/19/2022,40828.17578,41502.75
4/20/2022,41501.74609,41374.37891
4/21/2022,41371.51563,40527.36328
4/22/2022,40525.86328,39740.32031
4/23/2022,39738.72266,39486.73047
4/24/2022,39478.375,39469.29297
4/25/2022,39472.60547,40458.30859
4/26/2022,40448.42188,38117.46094
4/27/2022,38120.30078,39241.12109
4/28/2022,39241.42969,39773.82813
4/29/2022,39768.61719,38609.82422
4/30/2022,38605.85938,37714.875
5/1/2022,37713.26563,38469.09375
5/2/2022,38472.1875,38529.32813
5/3/2022,38528.10938,37750.45313
5/4/2022,37748.01172,39698.37109
5/5/2022,39695.74609,36575.14063
5/6/2022,36573.18359,36040.92188
5/7/2022,36042.50391,35501.95313
5/8/2022,35502.94141,34059.26563
5/9/2022,34060.01563,30296.95313
5/10/2022,30273.6543,31022.90625
5/11/2022,31016.18359,28936.35547
5/12/2022,28936.73438,29047.75195
5/13/2022,29030.91016,29283.10352
5/14/2022,29285.64258,30101.26563
5/15/2022,30098.58594,31305.11328
5/16/2022,31304.375,29862.91797
5/17/2022,29862.4082,30425.85742
5/18/2022,30424.47852,28720.27148
5/19/2022,28720.35938,30314.33398
5/20/2022,30311.11914,29200.74023
5/21/2022,29199.85938,29432.22656
5/22/2022,29432.47266,30323.72266
5/23/2022,30309.39648,29098.91016
5/24/2022,29101.125,29655.58594
5/25/2022,29653.13477,29562.36133
5/26/2022,29564.77734,29267.22461
5/27/2022,29251.14063,28627.57422
5/28/2022,28622.625,28814.90039
5/29/2022,29019.86719,29445.95703
5/30/2022,29443.36523,31726.39063
5/31/2022,31723.86523,31792.31055
6/1/2022,31792.55469,29799.08008
6/2/2022,29794.89063,30467.48828
6/3/2022,30467.80664,29704.39063
6/4/2022,29706.13867,29832.91406
6/5/2022,29836.29297,29805.44141
